old_hash_id,author_name,content,source_url,source_name,title,image_url,created_at,score,category_names,impressive_score
5-palaces-in-india-that-are-most-beautiful-during-monsoon-1723023825882,System User,"India's palaces are a testament to centuries of opulence and architectural brilliance. While they are stunning year-round, the monsoon season adds a unique charm, transforming these majestic structures into ethereal havens. Think destinations like City Palace in Jaipur and City Palace in Udaipur, Sajjangarh Monsoon Palace on the outskirts of Udaipur, as well as the stunning Mysore Palace",https://www.timesnownews.com/travel/destinations/palaces-in-india-you-can-visit-in-august-during-monsoon-article-112343536?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,5 palaces in India that are most beautiful during monsoon,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/7_wed/img_1723023733633_898.jpg?,07-08-2024 09:43,800,travel,12.58
cop-hits-woman-with-baton-at-police-station-in-telangana-1723277953049,System User,A policeman repeatedly hit a woman with a baton as she fought with her husband in front of the police station in Telangana's Karimnagar on Saturday. The woman's family has alleged that the head constable misbehaved with her and demanded strict action against the two policemen seen in the video.,https://www.freepressjournal.in/india/video-cop-repeatedly-hits-woman-with-baton-after-having-quarrel-with-husband-at-police-station-in-telanganas-karimnagar?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Cop hits woman with baton at police station in Telangana,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723277939295_662.jpg?,10-08-2024 08:19,800,miscellaneous,13.37
eggs-served-to-students-during-meal--taken-back-after-photo-op-1723273357827,System User,"In a shocking incident of mistreatment, Anganwadi students were served eggs, their videos were recorded and then the eggs were taken away from their plates in Karnataka. Lakshmi, an Anganwadi worker, and Shainaja Begum, a helper, have been suspended following suspicions of fraud in the distribution of eggs to Anganwadi children. ",https://www.freepressjournal.in/education/karnataka-eggs-served-to-anganwadi-students-during-meal-taken-back-after-photo-op-2-suspended-shocking-video-surfaces?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,"Eggs served to students during meal, taken back after photo-op",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723273207642_179.jpg?,10-08-2024 07:02,800,"education,miscellaneous,national",13.37
what-are-the-negative-effects-of--doom-scrolling---1723260603807,Shalini ojha,"Doom scrolling is the act of spending excessive time online to read particularly negative news items. According to psychological counsellor Piyusha Samant, doom scrolling can desensitise people to tragic events. ""One can lose emotionality,"" she said. It can also lead to or worsen disorders like antisocial personality disorder, mania and bipolar disorder and also cause hormonal imbalance. ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9580444/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NLM,What are the negative effects of 'doom scrolling'?,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723204863065_315.jpg?,10-08-2024 03:30,800,"EXPLAINERS,miscellaneous",13.37
what-is-eldest-daughter-syndrome---1723227628397,Daisy Mowke,"Eldest Daughter Syndrome is a psychological phenomenon where the eldest daughter assumes certain level of responsibility in the family, said relationship counsellor Ruchi Ruuh. It can contribute to strong leadership qualities and determination for success. However, it can also lead to challenges in interpersonal relationships, such as difficulty expressing vulnerability and prioritising self-care.",https://www.hindustantimes.com/lifestyle/relationships/the-weight-of-being-an-elder-daughter-what-is-eldest-daughter-syndrome-and-its-impact-on-relationships-101723194250071-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,What is Eldest Daughter Syndrome? ,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723224701496_834.jpg?,09-08-2024 18:20,800,"EXPLAINERS,miscellaneous",13.37
what-is--tolyamory---a-new-dating-trend--1723227135825,Daisy Mowke,"'Tolyamory' is a portmanteau deriving from the words 'tolerate' and 'polyamory'. It was coined by relationship columnist Dan Savage. The term refers to a relationship dynamic in which one or both partners tolerate the other's outside sexual or romantic contact. Unlike polyamory and other forms of consensual non-monogamy, it's not something the couple has explicitly discussed and agreed to.

",https://x.com/fakedansavage/status/1749879868693815497?utm_campaign=fullarticle&utm_medium=referral&lang=en&utm_source=inshorts,X,"What is 'tolyamory', a new dating trend?",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723223757149_532.jpg?,09-08-2024 18:12,800,"EXPLAINERS,miscellaneous",13.37
man-held-for-inserting-rolling-pin-inside-wife-in-firozabad-1723212374499,System User,"In a horrific incident in Firozabad, a man allegedly tied his wife with a rope and repeatedly tortured and beat her with a stick. The accused also inserted a wooden rolling pin inside his wife's private parts. Although the woman was rushed to a nearby hospital, doctors declared her dead on arrival. The accused has been arrested.",https://www.latestly.com/india/news/firozabad-horror-woman-tortured-beaten-and-killed-by-husband-rolling-pin-inserted-into-body-murder-charges-filed-after-autopsy-6177569.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Latestly,Man held for inserting rolling pin inside wife in Firozabad,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723212322418_32.jpg?,09-08-2024 14:06,800,"miscellaneous,national",13.37
woman-hits-drunk-man-with-slipper-as-he-attacked-her-in-gr-noida-1723208724556,System User,"A woman thrashed a drunk man with a slipper after he attacked her and her husband in Uttar Pradesh's Greater Noida on Friday. According to reports, after the accused misbehaved with the couple, the husband chased him on a bike. Upon catching up with him, he started thrashing the man, leading to a fight between them.",https://www.freepressjournal.in/india/leave-or-else-i-will-kill-you-woman-kicks-and-hits-drunk-man-with-slipper-after-he-attacked-her-husband-in-greater-noida-video?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Woman hits drunk man with slipper as he attacked her in Gr Noida,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723208700281_750.jpg?,09-08-2024 13:05,800,miscellaneous,13.37
man-accused-of-killing-9-women-in-bareilly-arrested-1723205805903,System User,"The UP police arrested a man named Kuldeep who is accused of committing serial murders in Bareilly. Before Kuldeep's arrest, the police had released a sketch of the suspect. A ""serial killer"", Kuldeep is accused of killing nine women of similar profile in the past fourteen months. During the investigation, cops found that all victims were strangulated to death.",https://www.latestly.com/socially/india/news/serial-killer-arrested-in-bareilly-up-police-catch-man-accused-of-killing-9-women-in-past-14-months-after-releasing-his-sketch-6177356.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Latestly,Man accused of killing 9 women in Bareilly arrested,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723205526173_165.jpg?,09-08-2024 12:16,800,"miscellaneous,national",13.37
one-killed-as-car-loses-control-near-andhra-pradesh-highway-1723197708179,System User,"In a tragic incident, a Scorpio lost control and rammed into several people standing on the side of a highway killing one and injuring four others in Andhra Pradesh's Narasapuram on Wednesday. As per reports, the incident took place when the car coming into Narasapuram from Sitaramapuram lost control near the Anjaneyaswamy temple. ",https://www.freepressjournal.in/india/video-mother-son-escape-death-as-speeding-scorpio-narrowly-misses-hitting-them-in-aps-narasapuram-one-killed?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,One killed as car loses control near Andhra Pradesh highway,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723197693861_295.jpg?,09-08-2024 10:01,800,miscellaneous,13.37
pabi-offers--4-lakh-grants-for-agri-innovators-1723187534773,System User,"Punjab Agri-Business Incubator (PABI) has announced a new initiative designed to foster innovation and technological progress among students in agriculture and related fields. The initiative offers substantial financial and technical backing to selected students, with each recipient eligible for a one-time grant of up to ₹4 lakh. The application deadline is August 19, 2024.",https://krishijagran.com/news/pabi-offers-4-lakh-grants-for-agri-innovators-apply-by-august-19/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Krishi Jagran,PABI offers ₹4 lakh grants for agri-innovators,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723187512850_820.jpg?,09-08-2024 07:12,800,miscellaneous,13.37
